url,name,website,socials,email,address,contact,description,years_active,staff,awards
https://architectdirectory.co.uk/practice/hw-architects,Hw Architects,http://www.hwarchitects.co.uk/,[],info@hwarchitects.co.uk,"The Blackfriars Foundry, London, SE1 8EN",Ian Harvey,"We work closely with our clients to ensure that the vision for each project is fully realised. The ultimate aim is that users of the completed building experience the joy and beauty in the clever use of materials, detailing, space and light. Address The Blackfriars Foundry, London, SE1 8EN Contact Ian Harvey",13,0 - 4,[]
https://architectdirectory.co.uk/practice/hyde-and-hyde-architects,Hyde And Hyde Architects,https://www.hydearchitects.com/,"[""https://twitter.com/@hyde_architects"", ""https://instagram.com/hyde_architects""]",enquiries@hydearchitects.com,,Kristian Hyde,"At Hyde + Hyde, we specialise in one-off, high-end homes that navigate and connect into interesting contextual settings –be that working alongside nature in remote coastal and woodland areas or embedding homes into historic urban sites. We have spent many years fine-tuning our research-led, contemporary approach to residential design, creating homes with minimum impact on our planet. Our architecture is the inevitable conclusion of a listening process, as we use each home’s setting and client story to inform simple yet carefully crafted, well-functioning architecture that is filled with atmosphere. Our vision is to give every client a home that reflects and embraces their lived experience—evoking a deeply personal, local subtext to each of our projects. At Hyde + Hyde, we specialise in crafting bespoke, high-end homes that resonate with their surroundings. Whether nestled in coastal landscapes or integrated into historic urban settings, our architecture harmonises with its context. Our research-led approach to residential design, refined over the years, prioritises minimal environmental impact while celebrating the unique narratives of each site and client. Our work is shaped by a profound listening process, where each client’s story and the landscape inform simple yet meticulously crafted. The spaces we create are functional and filled with atmosphere and meaning. Our vision is to deliver homes that reflect and embrace our clients’ lived experiences, resulting in architecture that evokes a personal, local narrative—a true reflection of place and people. This approach, rooted in understanding and empathy, ensures that each project is a deeply personal journey, culminating in a home that is as unique as its inhabitants, rich in emotion and identity. Addresses The Maltings, East Tyndall Street, Cardiff Bay, CF24 5EA Belsyre Court, 1st Floor, 57 Woodstock Road, Oxford, OX2 6HJ Contact Kristian Hyde Twitter @hyde_architects Instagram hyde_architects",18,0 - 4,[]
https://architectdirectory.co.uk/practice/hyphen,Hyphen,https://www.hyphen.archi/,"[""https://twitter.com/@hyphen_archi"", ""https://instagram.com/hyphen_archi""]",info@hyphen.archi,,Paul Davis,"At Hyphen, we share a common ethos combining the high professional standards and global reach of a large architectural practice with the personalised service and collaborative approach of a local firm. Addresses 1-3 Mundy Street, London, N1 6QT 3 Charlecote Mews, Staple Gardens, Winchester, SO23 8SR Contact Paul Davis Twitter @hyphen_archi Instagram hyphen_archi",60,20 - 125,[]
https://architectdirectory.co.uk/practice/hypostyle-architects,Hypostyle Architects,http://www.hypostyle.co.uk/,[],edinburgh@hypostyle.co.uk,,Alan Robertson,"We never put pen to paper (or mouse to mousepad) until we have considered the brief from every angle. This can include everything from the site and its topography to the heritage of the location and the effect the new project will have on its neighbours. Of course, we never forget the two most important parties in all of this: the client and the people who will be using the building. Although we work in a number of key disciplines, we're not a specialised, narrow-focused firm. We bring the experience of our whole team to bear on our projects. And with a team that crosses age, gender, ethnic and social barriers, it's a team with diverse influences and far-reaching vision. Addresses 4 Sandport Place, Edinburgh, EH6 6EU 49 St. Vincent Crescent, Glasgow, G3 8NG Contact Alan Robertson",38,20 - 125,[]
https://architectdirectory.co.uk/practice/iain-exley-architects-and-designers,Iain Exley Architects And Designers,http://www.iainexley.co.uk/,[],ie@iainexley.co.uk,"First Floor Suite, 19 Wellington Square, Hastings, TN34 1PB",Iain Exley,"Iain Exley Ltd is an experienced and passionate Architectural firm specialising in high quality residential architecture. As principal Architect and Designer, Iain specialises in the creation of unique and beautiful homes. He is passionate about the preservation and use of traditional construction techniques and excited about contemporary and innovative design. In working with teams of craftsmen, designers, sculptors and artists Iain has been able to deliver beautiful homes that will stand the test of time and serve families for generations to come. Address First Floor Suite, 19 Wellington Square, Hastings, TN34 1PB Contact Iain Exley",7,0 - 4,[]
https://architectdirectory.co.uk/practice/ian-ritchie-architects,Ian Ritchie Architects,https://www.ritchie.studio/,"[""https://instagram.com/@ritchie.studio""]",mail@ritchie.studio,"110 Three Colt Street, London, E14 8AZ",Ian Ritchie,"Over four decades, and with more than 100 national and international awards, ritchie*studio has consistently delivered projects of exceptional individuality and long-term functionality while exceeding clients’ expectations. These awards include the Iritecna Prize for Europe (Eagle Rock House) and Eric Lyons Memorial Award for European Housing (The Watergarden). ritchie*studio, formerly Ian Ritchie Architects, has delivered services as Architect, Lead Designer and Lead Consultant through all RIBA Stages on building construction values from £100,000 to £1 billion and have successfully completed housing projects in the UK (£100,000 to £50 million). ritchie*studio approach to design always aims to encourage the forming of communities and to avoid socially sterile environments. Communities grow and change, placing new demands upon the building’s infrastructure and spatial elements. Particularly those related to the growth of virtual communities. We have been committed to an environmentally sustainable design approach since the practice was established in 1981 and deliver buildings that not only come in below budget but are easy and safe to use and maintain. Our projects testify to our philosophy not to waste, and to construct buildings that optimise carbon-free energy and minimise energy bills. Since 1990, we have sought to use materials and products that use less energy in their manufacture and use and which require little or no maintenance. We are very proud of our reputation in achieving and maintaining a 100% record in securing planning permissions with the first application. This is achieved through early and constructive rapport with local authorities, consultative bodies, local communities, and residents, and through the quality of our designs and documentation. It began in 1978, the Fluy House, France, a £30,000 self-built solar-powered, 300m² for £30,000, followed by Eagle Rock House, UK, for £80,000, in 1981, also partially self-built and solar-powered, through to a residential-led scheme in Covent Garden in November 2013, and the latest planning permission for 254 units on Metropolitan Open Land (MOL) at Lower Sydenham in 2021. We have ISO 9001: 2008 (Design Quality Assurance), ISO 14001: 2004 (Environmental Management Assurance) and ISO 45001: 2018 (Health & Safety Management) accreditation. Address 110 Three Colt Street, London, E14 8AZ Contact Ian Ritchie Instagram @ritchie.studio",40,5 - 19,[]
https://architectdirectory.co.uk/practice/ibbotson-architects,Ibbotson Architects,https://www.ibbotson-architects.co.uk/,[],info@ibbotsonarchitects.co.uk,"The Studio, 4, Brunel House, Heather Lane, Hathersgate, Hope Valley, S32 1DP",Helen Ibbotson,"Ibbotson Architects are a London based practice founded in 2008 born out of the established ‘Stephen Ibbotson Architects’. Steve and Tom Ibbotson aimed to create a practice that resisted predetermined architectural solutions and believe that a rigorous investigation of each project's distinctive qualities and an inclusive design process is fundamental to successful delivery. Address The Studio, 4, Brunel House, Heather Lane, Hathersgate, Hope Valley, S32 1DP Contact Helen Ibbotson",15,0 - 4,[]
https://architectdirectory.co.uk/practice/ibi,Ibi,https://www.ibigroup.com/,"[""https://twitter.com/@ibigroup"", ""https://instagram.com/ibi_group""]",,,,"As architects, we’re given the rare privilege of shaping the aesthetic and functional value of cities and landmarks all over the world – a responsibility we don’t take lightly. We’re committed to ambitious architecture that honours and reflects unique communities; that looks boldly ahead to the future while responsibly reflecting their histories. Affordability, diversity, and an increasingly vital commitment to sustainability inform all our decisions. We must be considerate of culture, aware of our citizen’s needs, and always kind to nature. When all these criteria are met, designing something beautiful comes naturally. Addresses Black Bull Yard, 18-22 Hatton Wall, London, EC1N 8JH Fourth Floor, Dantzic Building, Dantzic Street, Manchester, M4 2AL Contact Emma White Twitter @ibigroup Instagram ibi_group",46,125 +,[]
https://architectdirectory.co.uk/practice/ice-arch,Ice Arch,https://ice-arch.co.uk/,[],design@ice-arch.co.uk,"8 Wolverton Drive, Wilmslow, SK9 2GD",Alison Taylor-Stokes,"We work with you to realise your dream home, business development, or community project. Address 8 Wolverton Drive, Wilmslow, SK9 2GD Contact Alison Taylor-Stokes",14,0 - 4,[]
https://architectdirectory.co.uk/practice/iconic-architectural-design,Iconic Architectural Design,http://www.iconicad.com/,[],andrew@iconicad.com,"The Long Barn, Cobham Park Road, Downside - Cobham, KT11 3NE",Andrew Long,"Our talented team of architects specialise in creating contemporary and classical architectural designs for clients across Surrey. We have an outstanding project portfolio, showcasing a range of bespoke residential designs. Within our dynamic studio we work with private clients, luxury residential developers, new build project managers, and construction management companies. Address The Long Barn, Cobham Park Road, Downside - Cobham, KT11 3NE Contact Andrew Long",13,0 - 4,[]
https://architectdirectory.co.uk/practice/icosis,Icosis,http://www.icosis.co.uk/,"[""https://twitter.com/@Icosis_Arch"", ""https://instagram.com/icosisarchitects""]",mail@icosis.co.uk,"Signal Tower, Battery Road, North Queensferry, KY11 1JU",Euan Millar,"Since its inception in 2003, Icosis has aimed to produce high quality, individual projects for each of our clients, and the practice has a growing reputation for design quality and the innovative use of natural materials. Initially the majority of the commissions were one-off domestic projects for private clients – extensions, new houses and small housing developments – all treated with the same approach of sustainability, innovative design, careful choice of materials and attention to detail. Increasingly the practice has been commissioned to work on a number of larger, commercial and community-based projects where the same approach and principles have been applied. Address Signal Tower, Battery Road, North Queensferry, KY11 1JU Contact Euan Millar Twitter @Icosis_Arch Instagram icosisarchitects",21,0 - 4,[]
https://architectdirectory.co.uk/practice/id-architecture,Id Architecture,https://idarchitecture.co.uk/,[],info@idarchitecture.co.uk,"The Hive, 13 Dudley St, Grimsby, DN31 1RW",Robert Edward Cook,"ID Architecture is rooted in the residential sector, with individual houses and bespoke housing developments representing the core of our work. Our goal is to deliver homes that complement the beauty of their surroundings, feel good to be in and use less energy. We do not have an in-house style, and our designs are developed collaboratively, led by our design team, alongside our clients, and benefit from the expertise of our many partners. This enables us to respond to the unique challenges of sites with unusual constraints or specific planning restrictions. These innovative design responses define our portfolio and have cemented our reputation for achieving planning success where sites are particularly challenging. Address The Hive, 13 Dudley St, Grimsby, DN31 1RW Contact Robert Edward Cook",13,5 - 19,[]
https://architectdirectory.co.uk/practice/idk,Idk,https://idk-o.com/,"[""https://instagram.com/idk_office""]",info@idk-o.com,"21 Iliffe Yard, London, SE17 3QA",Mike Lim,"IDK is an award-winning architecture and design studio that works with progressive institutions to engage audiences and build cultural community. We partner with public and private institutions, individuals and brands, using architectural production as a tool to reinforce collective experience and to deliver positive social impact through knowledge, learning and experiential storytelling. Combining our expertise from across the cultural sector, we gather a plurality of voices to develop viable design based solutions that allow organisations to understand, adapt and meet ever evolving audience needs. We prioritise cultural diversity, economic value, asset optimisation and increased access, believing in the importance of sustainably working with existing buildings and heritage spaces to activate and modernise the cultural landscape. Address 21 Iliffe Yard, London, SE17 3QA Contact Mike Lim Instagram idk_office",,5 - 19,[]
https://architectdirectory.co.uk/practice/idl-group,Idl Group,https://www.idl.group/,[],showitt@idl.group,"17 Black Friars Lane, London, EC4V 6ER",Stuart Howitt,"IDL Group Ltd is an established practice of designers, architects and project managers with offices in London and Prague. We have an unrivalled reputation in the retail, restaurant and commercial sectors for delivering best in class solutions for our clients. ​Our directors have worked globally within the commercial construction industry for over 25 years. From new build projects through to global roll-out we have experience of every format and type of build. Address 17 Black Friars Lane, London, EC4V 6ER Contact Stuart Howitt",14,20 - 125,[]
https://architectdirectory.co.uk/practice/idp,Idp,https://www.weareidp.com/,"[""https://twitter.com/@weareidp""]",info@idpgroup.com,,John Haynes,"IDP is a strong collective of designers, strategists, analysts and innovators with a clear vision: to make a difference by Placemaking for life. It’s a simple premise that we all follow; we’re keenly focused on making places better for life (for people and for a living). We aim to impress our clients with consistent originality, expertise that’s beyond expectation and by always offering a clear sense of experience in the places we make. Addresses New Broad Street House, 35 New Broad Street, London, EC2M 1NH 27 Spon Street, Coventry, CV1 3BA Contact John Haynes Twitter @weareidp",18,20 - 125,[]
https://architectdirectory.co.uk/practice/if_do-architecture-and-design,If_Do Architecture And Design,http://www.ifdo.co,"[""https://twitter.com/@if_do"", ""https://instagram.com/if_do""]",info@ifdo.co,,Thomas Bryans,"IF_DO was founded in 2014 by three good friends, bored by inaction and excited by the possibility of doing things differently. We believe architecture has the power to improve lives and make communities happier and stronger. We have a knack for building relationships, exceeding expectations and delivering projects with people at their heart. We won the first competition we entered, The Dulwich Pavilion, and its success led to work across Education, Arts, Community, Workspace and Housing. We are a close team who hold each other to the highest standards. Our growing reputation is for well loved and thoughtful work. Addresses Unit A215, The Biscuit Factory, Drummond Road, London, SE16 4DG Withington Works, 30 Burton Road, Manchester, M20 3EB Contact Thomas Bryans Twitter @if_do Instagram if_do",8,5 - 19,[]
https://architectdirectory.co.uk/practice/independent-architects-ltd,Independent Architects Ltd,http://www.independentarchitects.com,"[""https://instagram.com/independentarchitects""]",mail@independentarchitects.com,"Studio A, 18 Deacon Road, Kingston, KT2 6LT",Andy Thomas,"Our Architects create distinct independent products. Working with the grain of client requirements, we develop the architecture of an idea, crafting project performance for each private or commercial use. Established in 2005 and led by two founding Directors, the company rebranded as Independent in 2010 when it became a Chartered Practice and we now deliver projects that are compliant with the Royal Institute of British Architects (RIBA) accreditation scheme. We provide a range of professional services, design products/exhibits and continue to research the currency of design. We work within a large network of professional firms delivering for UK and international clients to collectively create something unique. Address Studio A, 18 Deacon Road, Kingston, KT2 6LT Contact Andy Thomas Instagram independentarchitects",15,0 - 4,[]
https://architectdirectory.co.uk/practice/indomo,Indomo,https://indomo.site/,"[""https://instagram.com/marabravo_architecture""]",email@indomo.site,"85 Great Portland Street, London, W1W 7LT",Mara Bravo,"We work in the following sectors: commercial and office, housing and private residential schemes and cultural and recreational spaces. We also design individual pieces of furniture and objects for interior schemes. Our goal is to deliver healthy and sustainable buildings that are comfortable, functional, efficient and look beautiful. Each project is aproached individually, focusing on the people who use, operate and experience the building and making sure that value is added at every stage of the process. We offer an integrated approach to wellbeing, environmental sustainability and innovative building design in order to maximise the efficiency of the building and future ROI. Address 85 Great Portland Street, London, W1W 7LT Contact Mara Bravo Instagram marabravo_architecture",10,0 - 4,[]
https://architectdirectory.co.uk/practice/ingleton-wood-llp,Ingleton Wood Llp,https://www.ingletonwood.co.uk/,"[""https://twitter.com/@IngletonWood"", ""https://instagram.com/ingletonwooddesign""]",enquiry@ingletonwood.co.uk,,John Dixon,"Our commissions range from large-scale new build and refurbishment projects to smaller value design and construction work. We provide construction and property consultancy across all sectors and over a range of disciplines. Our interest is in developing long term relationships with clients where we service all their property needs both with respect to new and existing buildings. As a Practice we can add value at every stage of development, from initial survey and concept planning through to the design, engineering and fit-out of interior spaces. Sustainability is a central theme to our work. We can deliver innovative and practical energy-saving designs or assist clients with reducing the carbon footprint of their existing building stock. Ingleton Wood is one of a few medium-sized consultancies offering integrated design and technical expertise. Clients can access a comprehensive range of specialist skills through a single point of contact. Our approach helps to streamline projects and deliver better value for money. Addresses 10 - 12 Alie Street, London,, E1 8DE 1a Oakington Business Park, Oakington, Cambridge, CB24 3DQ 10 Lake Meadows Business Park, Woodbrook Crescent, Billericay, CM12 0EQ 8 Whiting Road, Norwich Business Park, Norwich, NR4 6DN Suite 24, Pure Offices, Lake View Drive, Sherwood Park, Nottingham, NG15 0GT Unit 16, Thorney Leys Business Park, Witney, OX28 4GE Contact John Dixon Twitter @IngletonWood Instagram ingletonwooddesign",85,125 +,[]
https://architectdirectory.co.uk/practice/inglis-badrashi-loddo,Inglis Badrashi Loddo,https://www.ibla.co.uk/,"[""https://instagram.com/ibla_london""]",postroom@ibla.co.uk,"Midsummer Studio, 179 Dalling Road, London, W6 0ES",Kim Loddo,"IBLA is a small, friendly, design-led architecture practice based in Central London. We enjoy making beautiful buildings that meet the needs of their users and our clients. We like working in strong contexts, with existing buildings and on brownfield sites. Our work is avowedly contemporary but we always strive to find a seamless blend between old and new. We see our work as part of a living tradition that looks forwards as it respects the past. We aim to keep and repair what is of value while adding and incorporating new elements, simultaneously preserving and reframing the existing context in a new light. Our architecture is one of places rather than spaces. We think of buildings as creating a background or setting that provides a structure for the activities that occur in and around them. Address Midsummer Studio, 179 Dalling Road, London, W6 0ES Contact Kim Loddo Instagram ibla_london",20,0 - 4,[]
https://architectdirectory.co.uk/practice/ingrain-architecture,Ingrain Architecture,http://www.ingrainarchitecture.co.uk/,[],phil@ingrainarchitecture.co.uk,"Grain Store Studio, The Grain Store, Brenley Farm, Brenley Lane, Broughton-Under-Blean, Faversham, ME13 9LY",Phil Ward,"Located in the Kentish countryside, InGrain Architecture are a fresh thinking, design-led architectural practice with environmental impacts at the heart of their ethos. We work on a wide variety of projects, ranging from domestic extensions and new build homes to education and commercial projects across Kent, London and the Southeast. Address Grain Store Studio, The Grain Store, Brenley Farm, Brenley Lane, Broughton-Under-Blean, Faversham, ME13 9LY Contact Phil Ward",3,0 - 4,[]
https://architectdirectory.co.uk/practice/inkpen-downie-architecture-and-design,Inkpen Downie Architecture And Design,https://www.inkpendownie.co.uk/,[],arch@inkpendownie.co.uk,"2 Balkerne Passage, Colchester, CO1 1PA",Benjamin Downie,"As architects and designers we believe that good design improves quality of life at no additional cost. The Architectural brief evolves from close dialogue with our clients - Listening, to understand our client’s brief, is key. In the first instance they are encouraged to set out all that they may aspire to achieve by their project, rather than to start with a preconception of what they may or may not be able to afford. Address 2 Balkerne Passage, Colchester, CO1 1PA Contact Benjamin Downie",37,5 - 19,[]
https://architectdirectory.co.uk/practice/innes-architects,Innes Architects,https://www.innesarchitects.co.uk/,[],mark@innesarchitects.co.uk,"Office 5-6 Hamilton House, The Platt, Wadebridge, PL27 7AD",Mark Innes,"Throughout each project, we listen carefully to our clients and explain our proposals clearly. This ensures each project is free to evolve into a unique design that represents all those involved in the process of its birth, development and future use. We promise the highest standards of architectural creativity. Address Office 5-6 Hamilton House, The Platt, Wadebridge, PL27 7AD Contact Mark Innes",,0 - 4,[]
https://architectdirectory.co.uk/practice/innes-associates,Innes Associates,http://www.innesassociates.net,"[""https://twitter.com/@InnesAssociates"", ""https://instagram.com/innesassociates""]",info@innesassociates.net,"6-8 Cole Street, London, SE1 4YH",Simon Innes,"Innes Associates is an architecture and urban design practice based in London and working across the UK. We are a collaborative and professional studio with a reputation for intelligent design and undertake a wide range of commissions at all stages and sectors. We are a RIBA Chartered Practice, fully BIM-enabled and with rigorous Quality Management Systems. We are an approachable, creative team with a strong sense of responsibility for our Clients and their projects. People say we listen carefully to our Clients’ needs and take time to understand a project’s constraints before providing practical, affordable, and technically resolved solutions. Clients come back to us frequently because we are responsive to their needs and give energy and attention to all projects regardless of size. They say they like the quality and creativity of our design solutions, our willingness to work as part of a team and the efficiency of our service. We like to solve problems and create elegant designs. Address 6-8 Cole Street, London, SE1 4YH Contact Simon Innes Twitter @InnesAssociates Instagram innesassociates",20,5 - 19,[]
https://architectdirectory.co.uk/practice/insideout-architecture,Insideout Architecture,https://www.insideoutarchitecture.co.uk/,[],,"81 Whinefell Road, Ponteland, NE20 9ER",,"InsideOut Architecture + Design is a small practice specialising in the delivery of bespoke domestic projects and small boutique residential developments. We are based in Ponteland, Northumberland, and accept all types of residential commissions across the North East Address 81 Whinefell Road, Ponteland, NE20 9ER",4,0 - 4,[]
https://architectdirectory.co.uk/practice/inspiration-chartered-architects,Inspiration Chartered Architects,https://www.inspiration-architects.co.uk/,[],annika.hatchwell@inspiration-architects.co.uk,"The Valleys Studio, Boxford, Newbury, RG20 8DD",Annika Hatchwell,"Offering bespoke design, and a service uniquely crafted to your requirements from initial ideas to work on site, INSPIRATION is your first choice for architects in Berkshire and beyond. Working in a soft contemporary style that works beautifully for both period listed buildings and new cutting edge designs, we will make your dreams become a reality. Above all else, we believe that the design process should excite you and help you achieve your vision. Address The Valleys Studio, Boxford, Newbury, RG20 8DD Contact Annika Hatchwell",24,0 - 4,[]
https://architectdirectory.co.uk/practice/inspire-design,Inspire Design,https://www.inspiredesign.co.uk/,[],,,,"Our proactive and inclusive approach of working closely with our clients within the property and construction markets brings a personal touch to all our projects. Inspire Design is client focused with a totally committed staff which enables us to provide value, flexibility and exceptional quality of service. All staff at Inspire have clearly defined roles and responsibilities and focus on sharing good practices and knowledge throughout the company. Addresses 8 St James's Square, SW1Y 4JU 10 Ty Nant Court, Morganstown, Cardiff, CF15 8LW",21,0 - 4,[]
https://architectdirectory.co.uk/practice/integrated-building-consultancy,Integrated Building Consultancy,http://www.ibcarchitects.co.uk/,[],mail@ibcarchitects.co.uk,"Lynchgate House, 32 The Broadway, Thatcham, RG19 3HX",Phillip Bevan,"Our scope of work ranges from domestic to commercial. We achieve real enjoyment from working with the end users of human scale buildings. Our portfolio includes house extensions, community buildings as well as larger residential and commercial developments. Address Lynchgate House, 32 The Broadway, Thatcham, RG19 3HX Contact Phillip Bevan",30,0 - 4,[]
https://architectdirectory.co.uk/practice/inter-urban-studios,Inter Urban Studios,https://interurbanstudios.com/,[],info@interurbanstudios.com,,Micah Sarut,"There’s a lot that gets us excited at Inter Urban Studios. At the forefront of London’s evolution, we make better places to live, play, work, inspire and collaborate to go beyond the everyday. Address Head Office Unit 67, Whitemantle Court, 29 Rookwood Way, London, E3 2XT Contact Micah Sarut",14,0 - 4,[]
https://architectdirectory.co.uk/practice/intersect-architects,Intersect Architects,http://www.intersectarchitects.co.uk/,[],info@intersectarchitects.co.uk,"7-8 Delta Bank Road, Metro Riverside Park, Gateshead, NE11 9DJ",Andrew Scott,"Intersect Architects is an enthusiastic, committed and experienced company of designers who bring innovative design solutions and technical expertise to all projects. Address 7-8 Delta Bank Road, Metro Riverside Park, Gateshead, NE11 9DJ Contact Andrew Scott",13,0 - 4,[]
https://architectdirectory.co.uk/practice/ipt-architects,Ipt Architects,https://www.iptarch.co.uk/,"[""https://twitter.com/@iptarchitects""]",info@iptarch.co.uk,"5a/6a Iliffe Yard, London, SE17 3QA",Amira Idris-Town,"We are very interested in the multilayered and often complex journey of architecture, and how contemporary society influences our approach to practice and making places. We believe in the value of powerful ideas that are embedded in the built form regardless of its scale. Our design emerges from close examination of the site’s qualities and its context whilst creating a contemporary and sustainable building embodying high quality design and craftsmanship. Our aim is always to deliver projects on budget and on time without compromising on the quality of the design by ensuring a methodical dialogue with our clients, stakeholders and collaborators. We focus on creating architectural solutions that not only respond sensitively to the site and the environment, but also are innovative, practical and delightful. Ultimately, every building we create is designed to make people’s life better. We continually explore the boundaries of the profession of architecture within the broader context, which has motivated us to work beyond the traditional practice model by collaborating with other creative and commercial industries. This has allowed us to be proactively engaged and involved architecturally in the complete process of creating and making buildings. We have been inspired to think laterally, which continues to enrich our experiences within a multifaceted practice. Address 5a/6a Iliffe Yard, London, SE17 3QA Contact Amira Idris-Town Twitter @iptarchitects",17,0 - 4,[]
https://architectdirectory.co.uk/practice/isle-architects,Isle Architects,http://www.iarchitects.co.uk/,[],info@iarchitects.co.uk,"Lodge Farm, Hawkes Lane, Bracon Ash, Norwich, NR14 8EW",Beata Zygarlowska,"Isle Architects is a design-led practice based South of Norwich experienced in both commercial and residential architecture. As consultants, we advise on issues of planning, listed building consents, projects in conservation areas or energy upgrading and retrofit in buildings of all ages, whether listed or not. Address Lodge Farm, Hawkes Lane, Bracon Ash, Norwich, NR14 8EW Contact Beata Zygarlowska",,0 - 4,[]
https://architectdirectory.co.uk/practice/islington-architects,Islington Architects,https://islington-architects.com/,"[""https://twitter.com/@IslingtonBC""]",Paul.Tobin@islington.gov.uk,"20-22 Wenlock Road, London, N1 7GU",Paul Tobin,"Islington Architects is the in-house team of architects, landscape architects and urban designers responsible for many of Islington Council’s new buildings and regeneration projects. In 2009 we designed Islington Council’s first council housing in over 20 years and since then we have continued to design high quality new housing for Islington’s residents. We have also been responsible for large estate regeneration schemes such as the Marquess Estate, Andover Estate and Six Acres Estates. Throughout the process of delivering these projects our urban design team and landscape architects have gained wide experience of community participation, and have worked successfully with resident groups to produce designs that truly transform the built environment. In addition to our residential work, Islington Architects’ portfolio includes the design of schools, public buildings, offices and community centres. Address 20-22 Wenlock Road, London, N1 7GU Contact Paul Tobin Twitter @IslingtonBC",11,5 - 19,[]
https://architectdirectory.co.uk/practice/iungo-studio,Iungo Studio,https://iungostudio.com/,[],info@iungostudio.com,"The Albion, 102 Blundell Street, London, N7 9BL",Alexandru Cheregi,"Founded as a melting pot, Iungo Studio aims to transform observations that arise from challenging questions into novel ideas that have an impact on the physical world. These questions come from people who dream and search for ways of improving their environment but also from our own thoughts and experiences. Through diverse architectural and design explorations, we are striving to achieve the fundamental Quality which transcends particular tools or techniques. Ultimately, this is the core of our motivation. Address The Albion, 102 Blundell Street, London, N7 9BL Contact Alexandru Cheregi",3,0 - 4,[]
https://architectdirectory.co.uk/practice/ivo-carew-architects,Ivo Carew Architects,https://www.ivocarew.com/,[],email@ivocarew.com,,Ivo Carew,"Ivo Carew Architects is a London and South West-based RIBA Chartered Practice founded in 2016. The practice is involved in a broad range of projects and welcomes new challenges. Previously Ivo Carew Architects has worked on private housing, multi-unit housing, offices, commercial spaces and arts sector projects. A number of conservation-led projects, including works to numerous listed buildings have also been undertaken. Addresses 60 Fentiman Road, London, SW8 1LF Tarr Steps Hs, Exmoor, TA22 9PY Contact Ivo Carew",6,0 - 4,[]
https://architectdirectory.co.uk/practice/j-foster-architects,J Foster Architects,http://www.jfosterarchitects.co.uk,"[""https://twitter.com/@jfosterriba"", ""https://instagram.com/jfosterarchitects""]",info@jfosterarchitects.co.uk,"110 Regent Studios, 1 Thane Villas, London, N7 7PH",Jeremy Foster,"We are a London-based practice founded in 2014 from a passion for the design and craft of delightful and durable buildings and spaces. We have significant experience delivering a growing portfolio of completed works. The client’s brief underpins our approach and uniquely frames the ambitions and aspirations for each project. We harmonise their needs with the site, context, spatial programme, material palette and most importantly, the budget. Address 110 Regent Studios, 1 Thane Villas, London, N7 7PH Contact Jeremy Foster Twitter @jfosterriba Instagram jfosterarchitects",6,0 - 4,[]
https://architectdirectory.co.uk/practice/j-m-architecture,J M Architecture,https://www.jmarchitecture.co.uk/,[],info@jmarchitecture.co.uk,"9 Chancery Lane, Bridport , DT6 3PX",John Matthews,"The principal, John Matthews, has spent over twenty-five years building his expertise in architecture, resulting in a thorough knowledge of building techniques and materials. He has long-standing relationships with the local planning and building control departments, structural engineers, surveyors and builders. This ensures easy access to the right skills and information throughout the process. Address 9 Chancery Lane, Bridport , DT6 3PX Contact John Matthews",21,0 - 4,[]
https://architectdirectory.co.uk/practice/j-pittard,J Pittard,https://www.jpittard.co.uk/,[],jon@jpittard.co.uk,"9 The Square, Wimborne, BH21 1JA",Jonathan Pittard,"The Practice is a RIBA Chartered Practice, specialising in the residential sector, working on commissions from small-scale domestic alterations and extensions to multi-unit residential schemes. Experience has also been gained in the commercial and industrial sectors, in addition to dealing with Listed buildings and sensitive and problematic sites. Address 9 The Square, Wimborne, BH21 1JA Contact Jonathan Pittard",20,0 - 4,[]
https://architectdirectory.co.uk/practice/ja-projects,Ja Projects,https://ja-projects.com/,"[""https://instagram.com/ja__projects""]",studio@ja-projects.com,"JA Projects, Railway Arch 58, Ewer Street London, SE1 0NR, SE1 0NR",Jayden Ali,"JA Projects is a London based practice working at the intersection of architecture, urban strategy, art and performance. We work on projects we love, in places and contexts we care about. Our projects strike a balance between playfulness and precision, where a creative - often ephemeral - social and performative component is twinned alongside a physical built component. For each project, we embrace a narrative rich, conceptually rigorous process that harnesses the power of human experience, insight, innovation, technology and craft. In short, we are interested in the constructed works of the world and their dialogue with society. And so, from small fleeting events to large permanent buildings and even larger urban strategies, we deliver projects that intervene both socially as well as spatially. Address JA Projects, Railway Arch 58, Ewer Street London, SE1 0NR, SE1 0NR Contact Jayden Ali Instagram ja__projects",10,5 - 19,[]
